business name,address,external link,phone number,industry,additional_info,emails,business hours
Dnj Pharma Inc,"107 Gilbreth Pkwy Ste 103 Mullica Hill, NJ 08062",,(856) 256-5455,Manufacturing,"Wholesalers, Manufacturers",[],
Ely Pork Products Inc,"658 Brunswick Pike Lambertville, NJ 08530",,(609) 397-6968,Manufacturing,"Other Manufacturers, Manufacturers, Wholesalers",[],
Pathway Car Care Inc,"1600 Princeton Ave Lawrence Township, NJ 08648",,(609) 695-7878,Manufacturing,"Auto Parts & Accessories, Brake Repair, Auto Body Paint & Repair, Wholesale Automotive, Discover Accepted, Automotive Repair, Engine Repair, Mastercard Accepted, Tires, American Express Accepted, Transmission Repair, Tires & Wheels, Auto Repair Manuals, Visa Accepted, Manufacturers, Smog Testing",[],"Business Hours: Mon-Fri 7am-5pm, Sat 7am-1pm"
USA-Fashion-Factory,"116 Oak St Weehawken, NJ 07086",,(831) 316-1544,Manufacturing,"Wholesalers, Manufacturers",[],
American Railcar Leasing,"475 Market St Elmwood Park, NJ 07407",,(201) 794-6828,Manufacturing,"Railroad Equipment Manufacturers, Wholesalers, Equipment Leasing, Manufacturers, Wholesale Railroad Equipment, Railroad Car Manufacturers, Railroad Car Leasing",[],
Jaclo Industries,"129 Dermody St Cranford, NJ 07016",,(908) 789-7008,Manufacturing,"Manufacturers, Medical Equipment Manufacturers, Wholesalers, Other Manufacturers",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
Menasha,"112 Truman Dr Edison, NJ 08817",,(732) 985-1343,Manufacturing,"Manufacturers, Wholesalers",[],
Raritan Road Exxon,"1401 Raritan Rd Clark, NJ 07066",,(732) 396-0039,Manufacturing,"Discover Accepted, Truck Repair, Visa Accepted, Auto Diagnostics, Auto Inspections, Manufacturers, Automotive Repair, Auto Parts & Accessories, Mastercard Accepted, Mufflers & Exhaust Manufacturers, Clutch Repair, Muffler Repair, Gas Stations, Brake Repair, Tires, American Express Accepted, Oil Changes, Radiator Repair, Tune Ups",[],"Business Hours: Mon-Fri 8am-6pm, Sat 8am-4pm"
West New York Locksmith,"322 60th St West New York, NJ 07093",,(201) 854-7222,Manufacturing,"Locksmiths, Wholesale Safes, Safe Manufacturers",[],
Shaw's Lock Service,"74 S Washington Ave Bergenfield, NJ 07621",,(201) 387-0021,Manufacturing,"Wholesale Door Closers, Door Repair, Crowd Control, Lock Manufacturers, Security Services, Card Key Systems, Home Repair & Service, Metal Manufacturers, Security Systems, Safe Manufacturers, Locksmiths, Safes & Vaults, Fabricated Metal Products, Wholesale Security Control Equipment, Wholesale Safes, Doors",[],
Elmwood Smoke Shop,"288 Elmwood Ave Maplewood, NJ 07040",,(973) 762-8594,Manufacturing,"Cigarette Manufacturers, Wholesale Tobacco Products",[],
Union Empire Industries Inc,"804 Taggert Dr Belle Mead, NJ 08502",,(908) 431-0621,Manufacturing,"Wholesalers, Manufacturers",[],
Lowe's Home Improvement,"1331 Fairview Blvd Delran, NJ 08075",,(856) 255-2000,Manufacturing,"Roofing Materials, Pergo, Roofing Contractors, Bathroom Remodeling, Tools, Bathroom Accessories, Paint, Doors, Home & Garden, Lighting, Wholesale Toilet Seats, Plants, Dishwasher Manufacturers, Garden Centers, Tile, Debit Card Accepted, Ovens, Wholesale Nursery Supplies, Carpeting, American Express Accepted, Lawn Mowers, Floor Coverings, Screen & Door Manufacturers, General Contractors, Closet Stores, Kitchen Cabinets, Storm Window & Door Manufacturers, Bed & Bath, Fixtures, Home Improvement Stores, Wholesale Painters Equipment, Shop Online, Window Treatments, Hardwood Flooring, Wholesale Patio Equipment, Window Repair, Construction & Remodeling, Stove Repair, Duraceramic, Visa Accepted, Landscaping, Home Improvement Stores, Nursery Products, Household Fans, Roofing Consultants, Building Materials, Nuts & Bolts, Grills, Bathtub Drains, Bathtub Refinishing, Outdoor Furniture, Shower Enclosure Manufacturers, Garage Doors, Countertops, Garage Cabinets, Wholesale Landscaping Equipment, Wholesale Lumber, Windows, Plumbing Supplies, Quarries, Home Remodeling Contractors, Cabinets, Wood Blinds, Kitchen Remodeling, Bed & Bath Sales, Lumber, Refrigeration Equipment Manufacturers, Refrigerators, Mastercard Accepted, Siding Contractors, Siding Materials, Floor Contractors, Small Appliances, Shutters, Commercial Appliances, Fence Contractors, Major Appliances, Hardware, Lawn & Garden Tool Sales, Berber, Discover Accepted, Major Appliance Repair, Deck Builders",[],"Business Hours: Sun 8am-7pm, Mon-Sat 6am-10pm"
W Y Industries Inc,"2500 Secaucus Rd North Bergen, NJ 07047",,(201) 617-8000,Manufacturing,"Wholesalers, Manufacturers, Canned & Frozen Food Manufacturers, Wholesale Foods",[],
Yomare Polanco Industries,"1026 Livingston Ave North Brunswick, NJ 08902",,(732) 745-7575,Manufacturing,"Manufacturers, Wholesalers",[],
Crossroads Spice & Seasongs,"855 Rahway Ave Union, NJ 07083",,(908) 688-5510,Manufacturing,"Spices, Wholesale Foods, Spice Manufacturers",[],
Innodyne Engineering Corporation,"1711 Ginesi Dr Ste 1 Freehold, NJ 07728",,(732) 938-7400,Manufacturing,"Government Contractors, Other Instrument Manufacturers, Wholesalers, Engineering, Electrical Equipment Manufacturers, Aircraft Parts Manufacturers, Communications Equipment Manufacturers, Manufacturers, Electronic Component Manufacturers, Aircraft Parts",[],
Richard's Service Station,"1459 Springfield Ave Maplewood, NJ 07040",,(973) 761-4717,Manufacturing,"Radiator Repair, Discover Accepted, Brake Repair, Visa Accepted, Auto Inspections, Yokohama, Mufflers & Exhaust Manufacturers, Mastercard Accepted, Auto Parts & Accessories, Moving Supplies, Firestone, Muffler Repair, American Express Accepted, Gas Stations, Auto Diagnostics, Manufacturers, Bridgestone Tire, Truck Repair, Tune Ups, Clutch Repair, Automotive Repair, Oil Changes, Toyo, Tires, Continental",[],"Business Hours: Sun 8am-2pm, Mon-Sat 8am-5pm"
Northvale Body & Fender Co,"205 Pegasus Ave Ste B Northvale, NJ 07647",,(201) 768-4547,Manufacturing,"Wholesale Automotive, Auto Body Paint & Repair, Wholesale Auto Parts, Manufacturers",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
Rolo Realty Co Inc,"187 Davidson Ave Somerset, NJ 08873",,(732) 469-0225,Manufacturing,"Other Manufacturers, Wholesalers, Manufacturers, Real Estate Consultants",[],
International Foodsource LLC,"52 Richboynton Rd Dover, NJ 07801",,(973) 361-7044,Manufacturing,"Manufacturers, Wholesalers, Other Manufacturers",[],
Grande Woods North Mobile Home,"301 Grande Blvd Rio Grande, NJ 08242",,(609) 465-7039,Manufacturing,"Modular Homes, Mobile Homes, Mobile Home Park Operators, Mobile Home Dealers",[],"Business Hours: Mon-Tue 9am-5pm, Thu-Fri 9am-5pm, Wed 9am-1pm, Sat 10am-2pm, Sat 6pm-7pm"
Bakery Engineer,"7 Middlebury Blvd Ste 5 Randolph, NJ 07869",,(973) 625-4566,Manufacturing,"Other Manufacturers, Wholesalers, Manufacturers, Wholesale Bakers Equipment, Baking Equipment Manufacturers, Wholesale Bakers, Tunneling Contractors",[],
Kj USA,"3 Kellogg Ct Ste 2 Edison, NJ 08817",,(732) 339-0450,Manufacturing,"Wholesalers, Manufacturers",[],
Acme Locksmith Service,"4 Bridgewaters Dr Oceanport, NJ 07757",,(732) 578-1775,Manufacturing,"American Express Accepted, Wholesale CCTV Systems, Security Guards, Wholesale Electronic Equipment, Security Equipment Manufacturers, Wholesale Security Control Equipment, Security Services, Security Systems Consultants, Burglar Alarm Manufacturers, Wholesale Safes, Visa Accepted, Discover Accepted, Install Security Systems, Card Key Systems, Safe Manufacturers, Locksmiths, Mastercard Accepted, Wholesale Surveillance Equipment, Key Making, Wholesale Burglar Alarm Systems, Lock Manufacturers",[],Business Hours: Mon-Fri 8:30am-12:30pm
Extech Industries,"61 Avenue K Ste 89 Newark, NJ 07105",,(973) 274-3340,Manufacturing,"Masonry, Wholesalers, Wholesale Vehicles, Manufacturers, Wholesale Masonry Equipment",[],
Culligan,"101 N Park St East Orange, NJ 07017",,(973) 678-9362,Manufacturing,"Wholesale Ice Making Equipment, Ice Making Equipment Manufacturers, Business Services, Chemical Manufacturers, Water Softener Repair, Manufacturers, Water Cooler Manufacturers, Research, Wholesale Water Cooler Equipment",[],Business Hours: Mon-Fri 8:30am-5pm
Robert Ellsworth Assoc,"815 Hylton Rd Ste 4 Pennsauken, NJ 08110",,(856) 488-9535,Manufacturing,"Manufacturer's Agents & Representatives, Advertising, Wholesale Distribution Centers",[],
Separator Technology Co,"2 Spring Ter Browns Mills, NJ 08015",,(609) 893-5627,Manufacturing,Manufacturer's Agents & Representatives,[],
Hartz Mountain Industries Inc,"400 Plaza Dr Ste 4 Secaucus, NJ 07094",,(201) 348-1200,Manufacturing,"Shopping Centers & Malls, Commercial Property Management, Marketing Consultants, Real Estate Agents, Other Manufacturers, Manufacturers, Real Estate Consultants, Wholesalers, Real Estate Operators, Government Contractors",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
International Sales,"110 Carter Dr Ste 1 Edison, NJ 08817",,(732) 650-1122,Manufacturing,"Storage, Manufacturer's Agents & Representatives, Household Storage",[],
Puddingstone & Assoc Inc,"41 Long Ridge Rd Randolph, NJ 07869",,(973) 540-9991,Manufacturing,Manufacturer's Agents & Representatives,[],
Cranberry Run Inc,"120 Tuckahoe Rd Buena, NJ 08310",,(856) 697-1575,Manufacturing,"Mobile Home Park Operators, Mobile Home Dealers, Mobile Homes, Mobile Home Manufacturers",[],
M Cubed Technologies Inc,"921 Main St Belmar, NJ 07719",,(203) 452-2333,Manufacturing,"Manufacturers, Wholesalers, Machine Shops",[],
E T Mfg & Sales Inc,"90 Dayton Ave Ste 5C Passaic, NJ 07055",,(973) 249-0133,Manufacturing,"Wholesale Men's & Boys' Clothing, Wholesale Electronic Instruments, Knitwear, Manufacturer's Agents & Representatives",[],
Passaic Engraving Co Inc,"41 Brook Ave Passaic, NJ 07055",,(973) 777-0621,Manufacturing,"Metal Engravers, Manufacturers, Platemaking, Allied Metal Services, Wholesale Importers, Printing, Printing Related Services, Electroplating",[],
Technical Air Systems Inc,"236 Mount Kemble Ave Morristown, NJ 07960",,(973) 285-0333,Manufacturing,"Air Conditioning Contractors, Government Contractors, Manufacturer's Agents & Representatives, Heating Contractors",[],Business Hours: By appointment
Krug Industries,"65 Brown Ave Springfield, NJ 07081",,(973) 467-1040,Manufacturing,"Manufacturers, Wholesalers, Other Manufacturers, Wholesale Industrial Machinery, Machine Shops",[],
US Automation Controls,"535 Morris Ave Ste 7 Springfield, NJ 07081",,(973) 376-6315,Manufacturing,Manufacturer's Agents & Representatives,[],
US Industry Today,"250 Ridgedale Ave Apt O6 Florham Park, NJ 07932",,(973) 218-0310,Manufacturing,"Manufacturers, Wholesalers",[],Business Hours: Mon-Fri 8am-4pm
Right Pizza,"1554 Teaneck Rd Teaneck, NJ 07666",,(201) 833-4005,Manufacturing,"Manufacturer's Agents & Representatives, Carry Out, Pizza, Restaurants",[],
Tri-Chem Inc,"681 Main St Ste 24 Belleville, NJ 07109",,(973) 751-9200,Manufacturing,"Wholesalers, Toy Manufacturers, Artists Materials Manufacturers, Marketing Consultants, Marking Device Manufacturers, Manufacturers, Exporters, Craft Supplies, Shop Online, Direct Selling Establishments",[],
King Remodeling,"520 US Highway 9 Ste 1 Manalapan, NJ 07726",,(732) 536-1616,Manufacturing,"Other Manufacturers, Doors, Wholesalers, Manufacturers",[],
La Providencia East Coast INC,"40 1st St Passaic, NJ 07055",,(973) 773-4835,Manufacturing,"Wholesale Men's & Boys' Clothing, Wholesalers, Wholesale Importers, Clothing Manufacturers, Manufacturers, Wholesale Clothing, Wholesale Distribution Centers, Ethnic Goods",[],Business Hours: Sat 9am-3pm
Punch Product Usa Inc,"2131 Felver Ct Rahway, NJ 07065",,(732) 574-1900,Manufacturing,"Government Contractors, Manufacturer's Agents & Representatives",[],
Neil's Automotive,"125 Railroad Ave Ridgefield Park, NJ 07660",,(201) 440-2625,Automotive,"Auto Body Paint & Repair, Automotive Repair",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
Reyco Automotive,"25 Bergen Blvd Fairview, NJ 07022",,(201) 840-9787,Automotive,"Auto Diagnostics, Muffler Repair, Clutch Repair, Truck Repair, Brake Repair, Radiator Repair, Automotive Repair, Auto Inspections, Oil Changes, Tune Ups, Engine Repair",[],"Business Hours: Monday 07:30 - 06:00, Tuesday 07:30 - 06:00, Wednesday 07:30 - 06:00, Thursday, 07:30 - 06:00, Friday 07:30 - 08:00, Saturday CLOSE - CLOSE, Sunday CLOSE - CLOSE"
Huber's Automotive,"1 Hamburg Tpke Riverdale, NJ 07457",,(973) 839-3169,Automotive,"Cooper Tire, Heating & Air Conditioning, BF Goodrich, Brake Repair, Radiator Repair, Dodge, Tune Ups, Auto Inspections, Discover Accepted, Continental, Automotive Sales & Services, Used Car Dealers, Clutch Repair, Dunlop Tire, Cadillac, Chrysler-Plymouth, American Express Accepted, Transmission Repair, Antique & Classic Car Restoration, Volvo, Engine Repair, Auto Restoration, Armstrong, Convenience Stores, Muffler Repair, Auto Parts & Accessories, Smog Testing, Automotive Repair, Chevrolet, Gas Stations, Acura, Audi, Yokohama, Buick, Mastercard Accepted, Toyo, Truck Repair, Computer Repair, Tires & Wheels, Visa Accepted, Tires, Oil Changes, BMW",[],Business Hours: M-F 8:00am - 5:00pm
Corbo's Automotive,"40 S Gaston Ave Somerville, NJ 08876",,(908) 725-8834,Automotive,"Oil Changes, American Express Accepted, Gas Stations, Towing & Wrecking, Towing, Antique & Classic Car Restoration, Wholesale Automotive, Auto Inspections, Auto Parts & Accessories, Automotive Repair, Brake Repair, Discover Accepted, Manufacturers, Auto Restoration, Marine Service Station, Visa Accepted, Wholesale Auto Parts, Mastercard Accepted",[],"Business Hours: Mon-Thu 8am-8pm, Fri 8am-6pm, Sat 8am-1pm"
,,,,,"Auto Body Paint & Repair, Automotive Repair, Wholesale Automotive",[],
Dave's Automotive,"27 Bordentown Ave Old Bridge, NJ 08857",,(732) 254-7666,Automotive,"Brake Repair, Automotive Repair, Auto Body Paint & Repair, Auto Inspections",[],
Automotive Solutions,"81 Shreve St Mount Holly, NJ 08060",,(609) 267-7070,Automotive,"Automotive Repair, Auto Body Paint & Repair, Engine Repair, Auto Repair Manuals, Brake Repair, Oil Changes, Auto Parts & Accessories, Manufacturers, Wholesale Automotive",[],"Business Hours: Mon-Fri 8am-6pm, Sat 9am-3pm"
Olson's Automotive,"847 Atlantic City Blvd Bayville, NJ 08721",,(732) 269-6000,Automotive,"Towing & Wrecking, Auto Body Paint & Repair, Automotive Repair",[],
Superior Automotive,"1137 US Highway 130 Trenton, NJ 08691",,(609) 208-0111,Automotive,"American Express Accepted, Brake Repair, Auto Inspections, Machine Shops, Continental, Muffler Repair, Michelin, Auto Parts & Accessories, Automotive Repair, General Tire, Yokohama, Visa Accepted, Mastercard Accepted, Toyo, Discover Accepted, Mufflers & Exhaust Manufacturers, Engine Repair, Goodyear, Tires",[],Business Hours: Mon 08:00 AM-06:00 PM;Tue 08:00 AM-06:00 PM;Wed 08:00 AM-06:00 PM;Thu 08:00 AM-06:00 PM;Fri 08:00 AM-06:00 PM;Sat 08:00 AM-02:00 PM
Legacy Automotive,"2086 Route 88 Brick, NJ 08724",,(732) 920-1060,Automotive,"Auto Diagnostics, Auto Parts & Accessories, Towing & Wrecking, Manufacturers, Automotive Repair, Oil Changes",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-1pm"
Mikes Automotive,"1121 Main St Boonton, NJ 07005",,(973) 334-6620,Automotive,"Towing & Wrecking, Automotive Repair",[],
Hytek Automotive,"274 Rick Rd Milford, NJ 08848",,(908) 310-3906,Automotive,Automotive Repair,[],
Dva Automotive,"65 Central Ave East Orange, NJ 07018",,(973) 673-8253,Automotive,Automotive Repair,[],
Roberts' Automotive,"237 Stokes Ave Ewing, NJ 08638",,(609) 883-6710,Automotive,Automotive Repair,[],
MTB Automotive,"246 Fries Mill Rd Turnersville, NJ 08012",,(856) 516-4941,Automotive,Automotive Repair,[],
Anthony's Automotive,"279 E Main St Denville, NJ 07834",,(973) 887-0150,Automotive,"Automotive Repair, American Express Accepted, Mastercard Accepted, Debit Card Accepted, Alternative Fuels, Discover Accepted, Gas Stations, Shell, Visa Accepted",[],Business Hours: Daily 8am-5pm
Starling Automotive,"249 Outwater Ln Garfield, NJ 07026",,(973) 340-9711,Automotive,Automotive Repair,[],
Chariot Automotive,"797 N Main Rd Vineland, NJ 08360",,(856) 213-5464,Automotive,"Used Car Dealers, Automotive Repair",[],
Fairview Automotive,"208 Fairview Ave Westwood, NJ 07675",,(201) 722-2934,Automotive,Automotive Repair,[],
Ken's Automotive,"1076 Old York Rd Ringoes, NJ 08551",,(908) 806-7725,Automotive,Automotive Repair,[],"Business Hours: Mon-Fri 8am-6pm, Sat 8am-3pm"
Braun's Automotive,"2 Lackawanna Pl Morristown, NJ 07960",,(973) 538-3700,Automotive,Automotive Repair,[],Business Hours: 8am-5pm (Monday through Friday) Closed (Saturday and Sunday
German Automotive,"872 Shrewsbury Ave Tinton Falls, NJ 07724",,(732) 544-0441,Automotive,"Muffler Repair, BMW, Tune Ups, Audi, Brake Repair, Mercedes-Benz, Automotive Repair, Radiator Repair, Auto Parts & Accessories, Auto Diagnostics, Clutch Repair, Tires & Wheels, Volkswagen, Transmission Repair, Auto Restoration, Engine Repair",[],"Business Hours: Mon - Fri 8:30 am - 5:00 pm, Sat - Sun Closed"
Automotive Degree,"75 Old South Ave W Fanwood, NJ 07023",,(908) 233-1911,Automotive,"Automotive Repair, Auto Parts & Accessories",[],
Expert Automotive,"502 Main St Fort Lee, NJ 07024",,(201) 461-4495,Automotive,"Engine Repair, Automotive Repair, General Merchandise Stores",[],
Rj's Automotive,"532 New Freedom Rd Berlin, NJ 08009",,(856) 767-8081,Automotive,Automotive Repair,[],
Carr's Automotive,"180 County Road 627 Phillipsburg, NJ 08865",,(908) 995-0040,Automotive,Automotive Repair,[],
Earhart Automotive,"75 Broad St Freehold, NJ 07728",https://apis.elocal.com/tracker/track?q=94a7d13aa2a31fc412bed70f720b89f2f3e2c9d5cb1f7c3f56f2bd78fa86bdacf1efefca23d7d53ec5a2045b743fe3774c84a19edd654a187cc1714db70ec092e9b06e88329e357c4665acbc73ad423f01c1f16d3dfd969e7ecee464f5907ad4778d5f8de3f4f6fb626034bd6504f7c57883dd3c0a1f3134109d412347e5e1e3413630d8bc3d93d73989dd276087d78d92d2994f795dd218e39ff46d948b3cafd85f8088ebf0f43c825c9d0e2a12a3b7e594c54641a7bd3cef3ec4792ad5c55db0f6d6d35bfe3b7bdcd3fa7f6de8f07d8d5e70003184ba2fc6f0e318bdf7bb775299712e86d87eb7fcc0ce6aa0efd9932740ba576342f528233199ede1aab78d680829691cd761a337bea8f336cd0a83da014e234162dfa081d1dfe77f650d626477324804080785c6585825ab03fd70555ad9b4630f54b66933ee1d1b326987c19e65ab2f3276da1dc98d6fbb530be1a0ffd40bd8fd2e936fa915dfa79b1a861fd947b218d20eabeef862d712859221ed3b10cb17af969ea2dce35bce54d1e787812611d95a0510962004540ff3ef87502e82d6df06751caee697d28950fac93325b3b60c048a9ae9583c36a8ac86951ea16b42d6825d0e1d67859ae756482c5766e95703cb1fc93fe9a8a66f5fafdfa108f34f3516ee802b4672660efd343c21e4522e0a5094597ee53c6772bb11e9ab9a7b18eaf2d1764a7acd25b3d9a279490b36a5bfdcb3ec47060befe1a232b9c52cdd0259391c53e186d4fe0eb121dbab459bfdad1d34ddbc6061cb08839583014307fc04e8b6602f643c87df6dc855f97b990f82c615b7f21bae8d917e07e2b1c9f1f8530bb4b99d2c8ff2c28ebaa13876617fb5706dc588e2c4bb5c0eb80b86a5b627331fb3743b401058db5db147c1193cde4399068f5d1a7b3c6a58510968b053053bc25f4e289cead579f809462fb199a5adc263f91284b52c3729481f,(848) 863-8605,Automotive,"Find ACDelco auto parts for your vehicle at Earhart Automotive in Freehold, NJ. Earhart Automotive provides high-quality car parts for all major vehicle systems, as well as off-road, marine and industrial equipment. Our product portfolio includes maintenance parts, such as car batteries, spark plugs, oil filters, air filters, wiper blades, and brakes, as well as repair parts such as alternators, radiators, chassis and heating/cooling components.",[],
