business name,address,external link,phone number,industry,additional_info,emails,business hours,teaser
Lallo's Automotive,"1323 Country View Dr Valley Springs, CA 95252",,(209) 772-7800,Automotive,"Wholesale Auto Parts, Automotive Repair, Auto Parts & Accessories",[],Business Hours: Mon-Thu 8am-4:30pm,
Nall's Automotive,"4325 Traffic Way Atascadero, CA 93422",,(805) 466-4808,Automotive,Automotive Repair,[],,
Expertec Automotive,"1934 Newport Blvd Costa Mesa, CA 92627",,(949) 645-7722,Automotive,Automotive Repair,[],"Business Hours: Mon-Fri 7:30am-6pm, Sat 7:30am-4pm",
Lee's Automotive,"17616 Lakewood Blvd Bellflower, CA 90706",,(562) 925-0224,Automotive,"Automotive Repair, Tires",[],,
Superior Automotive,"753 W Route 66 Ste 1 Glendora, CA 91740",,(626) 963-8490,Automotive,Automotive Repair,[],,
Affordable Automotive,"8000 Clifton Rd Sacramento, CA 95826",,(916) 452-8861,Automotive,"Automotive Repair, Wholesale Diesel Fuel",[],,
Brady's Automotive,"23920 Alessandro Blvd Ste G Moreno Valley, CA 92553",,(951) 413-1950,Automotive,"Visa Accepted, Mastercard Accepted, Automotive Repair",[],Business Hours: Mon. - Fri. 8am - 5pm;Sat. 8am - 3pm;Sun. CLOSED,
Autobahn Automotive,"1825 Ferdinand Ct Santa Rosa, CA 95404",,(707) 545-1958,Automotive,Automotive Repair,[],Business Hours: Mon-Fri 8am-5pm,
Impact Automotive,"32242 Paseo Adelanto San Juan Capistrano, CA 92675",,(949) 388-0038,Automotive,"Automotive Repair, Used Car Dealers",[],,
Prestige Automotive,"22634 Normandie Ave Ste D Torrance, CA 90502",,(310) 618-1878,Automotive,Automotive Repair,[],,
Sonic Automotive,"1330 Colorado Ave Santa Monica, CA 90404",,(310) 526-4700,Automotive,"American Express Accepted, Restaurants, Automotive Repair, New Car Dealers, Mastercard Accepted, Visa Accepted, Discover Accepted",[],,
Bryant Automotive,"2354 Churn Creek Rd Redding, CA 96002",,(530) 222-3313,Automotive,"RV Repair, Tires, Diesel Fuel, Brake Repair, Repair Shops, Automotive Sales & Services, Oil Changes, Clutch Repair, Smog Testing, Auto Parts & Accessories, Truck Repair, Auto Diagnostics, Government Contractors, Heating & Air Conditioning, Tune Ups, Tires & Wheels, Automotive Repair, Computer Repair, Radiator Repair, Used Car Dealers",[],"Business Hours: Mon 7:30-17:30, Tue 7:30-17:30, Wed 7:30-17:30, Thu 7:30-17:30, Fri 7:30-17:30, Sat closed, Sun closed",
Specialty Automotive,"799 Camarillo Springs Rd Camarillo, CA 93012",,(805) 445-8881,Automotive,Automotive Repair,[],,
Artec Automotive,"219 Old County Rd Ste F San Carlos, CA 94070",,(650) 394-4691,Automotive,"Automotive Engineers, Automotive Repair",[],,
Lennex Automotive,"1207 Barstow Ave Clovis, CA 93612",,(559) 392-1114,Automotive,Automotive Repair,[],,
Rob's Automotive,"10192 San Pablo Ave El Cerrito, CA 94530",,(510) 525-6519,Automotive,"Discover Accepted, American Express Accepted, Gas Stations, Automotive Repair, Mastercard Accepted, Visa Accepted",[],"Business Hours: Mon - Fri, 8am - 5pm; Sat - Sun, closed",
Takahashi Automotive,"2362 Old Middlefield Way Ste B1 Mountain View, CA 94043",,(650) 964-7708,Automotive,Automotive Repair,[],Business Hours: Mon-Fri 8am-5pm,
Ryans Automotive,"13304 Rosedale Hwy Bakersfield, CA 93314",,(661) 323-7048,Automotive,"Automotive Repair, Custom Car Dealers",[],,
Imperial Automotive,"807 Francisco Blvd E San Rafael, CA 94901",,(415) 454-7000,Automotive,Automotive Repair,[],,
Quality Automotive,"3977 W 171st St Ste 4 Torrance, CA 90504",,(310) 214-2900,Automotive,"Automotive Repair, Antique & Classic Car Restoration",[],Business Hours: Monday - Friday 7:00 AM - 4:00 PM,
Cosmic Automotive,"40965 Albrae St Fremont, CA 94538",,(510) 770-9393,Automotive,"Automotive Repair, Repair Shops",[],"Business Hours: Sun 9am-4pm, Mon-Fri 8am-8pm, Sat 8am-6pm",
Best Automotive,"14748 Calvert St Van Nuys, CA 91411",,(818) 782-2200,Automotive,Automotive Repair,[],Business Hours: Mon-Sat 6am-6pm,
Lawrence Automotive,"25 Duffy Pl San Rafael, CA 94901",,(415) 256-1111,Automotive,"Automotive Repair, Roadside Assistance",[],,
Oren's Automotive,"227 Gray Ave Santa Barbara, CA 93101",,(805) 965-6142,Automotive,"Automotive Sales & Services, Service Centers, Automotive Repair",[],Business Hours: Mon-Fri 8am-5pm,
Leo's Automotive,"701 Kings Row Ste 33D San Jose, CA 95112",,(408) 293-2071,Automotive,Automotive Repair,[],"Business Hours: Mon-Fri 9am-6pm, Sat 9am-3pm",
Legit Automotive,"1065 N Gower St Los Angeles, CA 90038",,(323) 469-2886,Automotive,"Wholesale Diesel Fuel, Automotive Repair",[],"Business Hours: Mon-Fri 8am-6pm, Sat 8am-1pm",
Feaser's Automotive,"39605 Old Highway 80 Boulevard, CA 91905",,(619) 766-0142,Automotive,Automotive Engineers,[],,
Northgate Automotive,"181 Paul Dr San Rafael, CA 94903",,(415) 479-7544,Automotive,"Mastercard Accepted, Debit Card Accepted, Discover Accepted, Automotive Engineers, American Express Accepted, Wholesale Automotive, Auto Diagnostics, Visa Accepted, Automotive Repair",[],Business Hours: Mon - Fri 8 AM - 5 PM,
Outwest Automotive,"18633 E Hwy 88 Clements, CA 95227",,(209) 759-9662,Automotive,Automotive Repair,[],,
Automotive 2000,"528 Jackson St Hayward, CA 94544",,(510) 728-1394,Automotive,Automotive Repair,[],,
Altamont Automotive,"4037 1st St Ste 6 Livermore, CA 94551",,(925) 579-1510,Automotive,Automotive Repair,[],,
Ayers Automotive,"220 Anacapa St Santa Barbara, CA 93101",,(805) 845-4242,Automotive,"Automotive Repair, Automotive Sales & Services",[],Business Hours: Mon 07:30 AM-05:30 PM;Tue 07:30 AM-05:30 PM;Wed 07:30 AM-05:30 PM;Thu 07:30 AM-05:30 PM;Fri 07:30 AM-05:30 PM;Sat 08:00 AM-12:00 PM,
Broadway Automotive,"10513 S Broadway Los Angeles, CA 90003",,(323) 754-1135,Automotive,Automotive Repair,[],,
Autohaus Automotive,"480 Soscol Ave Napa, CA 94559",,(707) 252-1256,Automotive,"Car Stereos, Automotive Repair, Auto Parts & Accessories",[],Business Hours: Mon. - Fri. 8am - 5:30pm;Sat. - Sun. CLOSED,
Kelley's Automotive,"359 W Avenue I Lancaster, CA 93534",,(661) 949-1961,Automotive,Automotive Repair,[],"Business Hours: Mon-Fri 8am-6pm, Sat 8am-3pm",
Palomo Automotive,"13906 Van Nuys Blvd Arleta, CA 91331",,(818) 899-8500,Automotive,Automotive Repair,[],,
Bald Eagle Maintenance and Repair,"2069 Camden Ave San Jose, CA 95124",,(408) 933-0408,Maintenance and Repair,Unclassified,[],,
Veronica's Maintenance Cleaning and Repair,"40701 Rancho Vista Blvd Palmdale, CA 93551",,(661) 445-1057,Maintenance and Repair,Agriculture & Forestry,[],,
M&N Service Repair and Maintenance Handyman,"2770 Croft Dr San Jose, CA 95148",,(669) 280-7700,Maintenance and Repair,Unclassified,[],,
Sbd Aircraft Svc Llc,"255 S Leland Norton Way Ste 1 San Bernardino, CA 92408",,(909) 382-2002,Maintenance and Repair,"Aircraft Repair & Maintenance, Aircraft Dealers",[],,
Fred's Mobile Rv Repairs,"8174 Lake McCumber Rd Shingletown, CA 96088",,(530) 474-1611,Maintenance and Repair,"Recreational Vehicle Repair, RV Repair, Automotive Repair",[],,
Midfield Aviation,"21723 Cerritos Apple Valley, CA 92307",,(760) 247-5766,Maintenance and Repair,"Aircraft Rental, Aircraft Repair & Maintenance, Aviation Consultants, Vocational Schools, Aircraft Parts, Aircraft Support, Aircraft Schools, Flight Training, Trade Schools",[],Business Hours: Daily 7am-7pm,
Sawyer Aircraft Maintenance,"12077 Lake Blvd Redding, CA 96003",,(530) 244-1638,Maintenance and Repair,"Aircraft Repair & Maintenance, Transportation Services",[],,
Warner's Muffler,"190 Douglas Dr Oceanside, CA 92058",,(760) 433-2240,Maintenance and Repair,"Discover Accepted, Transportation Services, Auto Parts & Accessories, Auto Body Paint & Repair, Motor Home Dealers, Truck Repair, Custom Car Dealers, Muffler Repair, Debit Card Accepted, Trailer Parts, RV Repair, Wholesale Trailer Hitches, American Express Accepted, Service Centers, Welding, RV Dealers, Mastercard Accepted, Visa Accepted, Copier Sales, Wholesale Truck Parts, New Truck Dealers, Mufflers & Exhaust Manufacturers, Truck Canopies & Shells",[],"Business Hours: Mon-Tue 8am-5pm, Thu-Sat 8am-5pm",
Aircraft Maintenance Conslnts,"4349 Old Santa Fe Rd Ste 2 San Luis Obispo, CA 93401",,(805) 541-1669,Maintenance and Repair,Aircraft Repair & Maintenance,[],,
Innovative Aviation,"204 Moffett Pl Goleta, CA 93117",,(805) 324-4400,Maintenance and Repair,Aircraft Repair & Maintenance,[],,
Mikes RV Ctr,"14718 Highway 41 Ste A Madera, CA 93636",,(559) 900-1561,Maintenance and Repair,"Recreational Vehicle Repair, RV Parts & Equipment, Auto Body Paint & Repair, RV Dealers, RV Repair, Recreational Vehicles, Transportation Services, Trailer Repair, Camper Rental",[],Business Hours: Mon-Sat 8am-6pm,
K & N Customs,"25260 Antelope Rd Romoland, CA 92585",,(951) 928-0380,Maintenance and Repair,"Recreational Vehicle Repair, RV Repair, Recreational Vehicles, RV Rentals, Trailer Repair, RV Parts & Equipment",[],,
Pacific Aircraft SVC,"700 Tioga Dr Hngr 3 Modesto, CA 95354",,(209) 524-1758,Maintenance and Repair,"Aircraft Painting, Aircraft Repair & Maintenance, Engine Maintenance",[],,
Orange Coast Auto Body Inc,"10810 Talbert Ave Fountain Valley, CA 92708",,(714) 378-4855,Maintenance and Repair,"RV Repair, Recreational Vehicle Repair, Auto Detailing, Automotive Repair, Government Contractors, Auto Body Paint & Repair, Truck Repair, Boat Painting & Lettering",[],"Business Hours: Mon - Fri, 8am - 5pm",
Aircraft Service Intl,"7617 Arvilla Ave Sun Valley, CA 91352",,(818) 504-2281,Maintenance and Repair,"Non-Woven Fabric Manufacturers, Airports, Airport Transportation, Airport Consultants, Aircraft Support, Wholesale Aviation Fuel, Aircraft Dealers, Aircraft Repair & Maintenance",[],,
R & E Racing,"44528 Beech Ave Lancaster, CA 93534",,(661) 948-7622,Maintenance and Repair,"Service Centers, RV Repair, Muffler Repair, Auto Parts & Accessories",[],,
J & J Auto Repair,"12262 1/2 Woodruff Ave Downey, CA 90241",,(562) 803-6633,Maintenance and Repair,"Auto Body Paint & Repair, Kia, Engine Repair, Ford, Auto Restoration, Tires & Wheels, Goodyear, Radiator Repair, Mercedes-Benz, Auto Parts & Accessories, Volkswagen, Truck Repair, Antique & Classic Car Restoration, Tune Ups, Volvo, GMC, Automotive Repair, Muffler Repair, Motorcycle Repair, Audi, Toyota, Auto Diagnostics, Oil Changes, Hyundai, Yokohama, Dodge, Clutch Repair, Nissan, Tires, BMW, Toyo, Mazda, Jeep, Honda, Acura, Transmission Repair, Lexus, RV Repair, Chevrolet, Continental, Firestone, Brake Repair, Chrysler-Plymouth",[],Business Hours: Mon 08:30 AM-06:00 PM;Tue 08:30 AM-06:00 PM;Wed 08:30 AM-06:00 PM;Thu 08:30 AM-06:00 PM;Fri 08:30 AM-06:00 PM,
Trans Pacific Aviation Svc Inc,"8225 Hubbard Rd Auburn, CA 95602",,(530) 823-8976,Maintenance and Repair,"Aircraft Dealers, Aircraft Repair & Maintenance",[],,
Advanced Performance Muffler,"9616 C Ave Hesperia, CA 92345",,(760) 948-4588,Maintenance and Repair,"Wholesale Utility Trailers, Auto Parts & Accessories, Muffler Repair, RV Repair, Welding",[],,
Nai Aircraft Svc,"1805 McKinley Ave Bldg D La Verne, CA 91750",,(909) 596-1361,Maintenance and Repair,Aircraft Repair & Maintenance,[],Business Hours: Mon-Fri 8am-5pm,
El Toro RV,"25781 Atlantic Ocean Dr Lake Forest, CA 92630",,(949) 830-1996,Maintenance and Repair,"Mastercard Accepted, RV Dealers, Camping Equipment, Recreational Vehicle Repair, RV Repair, Automotive Repair, Discover Accepted, Recreational Vehicles, RV Parts & Equipment, Visa Accepted, American Express Accepted, Motor Home Dealers, Trailer Storage, Wholesale Trailer Hitches",[],Business Hours: Sat 8am-3pm,
Menzies Aviation,"7259 World Way W Los Angeles, CA 90045",,(310) 646-5530,Maintenance and Repair,"Aircraft Support, Wholesale Aviation Fuel, Aircraft Dealers, Aircraft Repair & Maintenance",[],,
Aircraft Ground Equipment,"4225 E Donald Douglas Dr # C Long Beach, CA 90808",,(562) 421-3446,Maintenance and Repair,Aircraft Repair & Maintenance,[],,
A1 Automotive Service,"9178 Las Tunas Dr Temple City, CA 91780",,(626) 286-8277,Maintenance and Repair,"RV Repair, Automotive Sales & Services, Smog Testing, Automotive Repair, Recreational Vehicle Repair",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-12pm",
Matthews Rv Sales,"1545 N Clovis Ave Fresno, CA 93727",,(559) 456-9271,Maintenance and Repair,"Recreational Vehicle Repair, RV Dealers, RV Repair, RV Parts & Equipment, Recreational Vehicles",[],,
Economy RV,"1094 Madison Ln Salinas, CA 93907",,(831) 750-8659,Maintenance and Repair,"Wholesale Trailer Hitches, RV Dealers, RV Repair, Trailer Parts, Mobile Home Repair, Wholesale RVs, Transportation Services, Auto Body Paint & Repair, Recreational Vehicles, RV Storage, RV Parts & Equipment, Trailer Repair, Recreational Vehicle Repair",[],Business Hours: Sun-Fri 7am-7pm,
Aviation & Defence Inc,"255 S Leland Norton Way San Bernardino, CA 92408",,(909) 382-5021,Maintenance and Repair,"Aviation Consultants, Aircraft Dealers, Aircraft Repair & Maintenance",[],,
Pro Auto & Svc,"247 W Main St El Centro, CA 92243",,(760) 370-0944,Maintenance and Repair,"Recreational Vehicle Repair, Mastercard Accepted, Machine Shops, Brake Repair, Wholesale Recycling Depots, Automotive Repair, RV Repair, Visa Accepted",[],,
Otto Avionics Repair Ctr,"9450 Chivers Ave Sun Valley, CA 91352",,(818) 487-7700,Maintenance and Repair,"Government Contractors, Aircraft Repair & Maintenance",[],,
Aviation Hydraulics,"1929 E 28th St Signal Hill, CA 90755",,(310) 595-6263,Maintenance and Repair,Aircraft Repair & Maintenance,[],,
Interface Air Repair Inc,"2790 La Mirada Dr Vista, CA 92081",,(760) 598-4300,Maintenance and Repair,"Aircraft Repair & Maintenance, Government Contractors, Repair Shops",[],,
Hawthorne Power Systems,"8050 Othello Ave San Diego, CA 92111",,(858) 974-6800,Maintenance and Repair,"Heavy Equipment Rental, Wholesale Construction Equipment, Motor & Generator Manufacturers, Automotive Repair, Tool & Equipment Rental, Wholesale Used Machinery, RV Repair, Wholesale Generators, Truck Repair, Auto Parts & Accessories",[],Business Hours: Fri 6am-5pm,
Auto Body Dynamics,"4554 Roseville Rd Ste A North Highlands, CA 95660",,(916) 349-2079,Maintenance and Repair,"RV Repair, Auto Body Paint & Repair, Recreational Vehicle Repair, Repair Shops, Fiberglass Product Manufacturers, Boat Repair, Home Repair & Service, Automotive Repair, Wholesale Fiberglass Material, RV Dealers, Building Materials, Fiberglass Fabricators, Camper Rental",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,
Cool-It Refrigeration,"1025 Mount George Ave Napa, CA 94558",,(707) 226-8276,Maintenance and Repair,"Auto Body Paint & Repair, Soap, Air Fresheners, General Merchandise Stores, Generators, Glue, RV Dealers, Wholesale Heating Equipment, Air Conditioning Repair, Household Appliances, Refrigerator Repair, RV Repair, Furnace Repair, Heating Equipment Manufacturers, Air Conditioning Contractors, Crowd Control, Major Appliance Repair, Wine Storage, Washer & Dryer Repair, Deordorant, Refrigeration Equipment Manufacturers, Major Appliances",[],,
Corporate Air Technology,"1250 Aviation Ave Ste 125 San Jose, CA 95110",,(408) 977-0990,Maintenance and Repair,"Aircraft Repair & Maintenance, Aircraft Dealers, Aircraft Engine Manufacturers, Aircraft Parts, Aerospace Support",[],,
Atlantic Aviation,"404 Moffett Pl Goleta, CA 93117",,(805) 964-6733,Maintenance and Repair,"Airports, Aircraft Rental, Aircraft Repair & Maintenance, Aircraft Engine Manufacturers, Government Contractors, Aircraft Dealers",[],,
R G Brakes Alignment & Muffler,"24309 Creekside Rd Ste 110 Santa Clarita, CA 91355",,(661) 259-7098,Maintenance and Repair,"Brake Repair, Toyo, Automotive Repair, Continental, Welding, RV Repair, Mastercard Accepted, Visa Accepted, Auto Parts & Accessories, Michelin, Yokohama, Recreational Vehicle Repair, Tires, Muffler Repair, Wholesale Diesel Fuel",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-3pm",
Premium RV Inc,"600 S Palm St La Habra, CA 90631",,(562) 690-4769,Maintenance and Repair,"RV Repair, Recreational Vehicle Repair, Trailer Parts",[],Business Hours: Mon-Fri 8am-5:30pm,
Jeff's Gas Appliances,"549 Central Ave Willits, CA 95490",,(707) 459-5223,Maintenance and Repair,"Wholesale Refrigerators & Freezers, Recreational Vehicle Repair, Major Appliances, Crowd Control, Generators, RV Repair, Refrigerator Repair, Refrigerators, Wholesale Major Household Appliances, Household Appliances",[],,
Kim Davidson Aviation Inc,"2701 Airport Ave Santa Monica, CA 90405",,(310) 391-6293,Maintenance and Repair,"Aircraft Repair & Maintenance, Aircraft Dealers",[],Business Hours: Mon-Fri 8am-5pm,
Benlo Co,"15633 Arrow Hwy Irwindale, CA 91706",,(626) 337-7279,Maintenance and Repair,"RV Dealers, Trailer Parts, Automotive Repair, Lighting System Rental, Recreational Vehicles, Transportation Services, RV Repair, New Car Dealers, Water Heater Rental, Recreational Vehicle Repair, Camping & Travel Trailer Dealers, Camper Rental, Auto Body Paint & Repair, Trailer Repair, RV Parts & Equipment, Motor Home Dealers, Trailer Equipment Manufacturers, Wholesale Trailer Hitches",[],"Business Hours: Mon-Fri 8:30am-5:30pm, Sat 9am-1:30pm",
Leading Edge Aviation,"2010 Palomar Airport Rd Carlsbad, CA 92011",,(760) 931-8565,Maintenance and Repair,"Aircraft Repair & Maintenance, Government Contractors",[],"Business Hours: Mon - Sat, 7am - 6pm; Sun, closed",
John's Automotive Electrical,"51 Bresciani Ln Quincy, CA 95971",,(530) 283-5555,Maintenance and Repair,"Truck Repair, RV Repair, Electrical Contractors, Automotive Repair, Small Appliance Repair, Recreational Vehicle Repair",[],Business Hours: Mon. - Sun. 24 Hours,
West Coast Transmissions,"5630 Roseville Rd Ste A Sacramento, CA 95842",,(916) 348-3962,Maintenance and Repair,"RV Repair, Service Centers, Transmission Repair, Automotive Repair",[],Business Hours: 8am-5pm Monday- Friday,
Pauls Transmissions,"11526 W Washington Blvd Los Angeles, CA 90066",,(310) 391-0533,Maintenance and Repair,"Transmission Repair, Smog Testing, Wholesale Truck Parts, Transmission Manufacturers, Auto Parts & Accessories, RV Repair, American Express Accepted, Clutch Repair, Auto Body Paint & Repair, Recreational Vehicle Repair, Discover Accepted, Mastercard Accepted, Automotive Repair, RV Dealers, Visa Accepted, Oil Changes",[],Business Hours: Mon-Fri 7:30am-5:30pm,
Ocean Air Flight Svc Inc,"170 Aviation Way Watsonville, CA 95076",,(831) 763-0290,Maintenance and Repair,"Aircraft Repair & Maintenance, Aircraft Dealers, Aircraft Schools, Vocational Schools, Business Consultants, Education, Professional Services",[],"Business Hours: Mon - Fri, 8am - 5pm; Sat, Sun, 9am - 3pm",
Cabe's Aviation Electronics,"7000 Merrill Ave Ste 32 Chino, CA 91710",,(909) 597-6166,Maintenance and Repair,"Aircraft Parts, Aircraft Repair & Maintenance",[],,
Dassault Aircraft SVC,"7701 Woodley Ave Van Nuys, CA 91406",,(818) 376-4002,Maintenance and Repair,"Aircraft Repair & Maintenance, Aircraft Parts",[],,
Sterling Rose Limousines,"27941 Jefferson Ave Ste E Temecula, CA 92590",,(951) 699-9151,Maintenance and Repair,"Open 7 Days, Chauffeurs, Discover Accepted, Aircraft Repair & Maintenance, Open 24 Hours, American Express Accepted, Limousine Service, Shuttles, Visa Accepted, Transportation Services, Car Service, Air Transportation, Mastercard Accepted, Taxis & Shuttles, Airport Transportation",[],,
Z Best Body & Paint,"18560 Pasadena St Lake Elsinore, CA 92530",,(951) 471-5530,Maintenance and Repair,"Automotive Repair, Golf Cart Dealers, Auto Body Paint & Repair, Recreational Vehicle Repair, RV Rentals, Boat Parts & Equipment, Advertising Agencies, RV Repair, Boat Repair, Truck Repair, Trailer Repair",[],Business Hours: M-F: 8 - 5 PM Sat: Appointment Only Sun: Closed,
Seabreeze Machining,"21572 Newland St Huntington Beach, CA 92646",,(714) 374-1354,Maintenance and Repair,"Aircraft Repair & Maintenance, Machine Shops",[],,
West Valley Aircraft SVC,"1901 Embarcadero Rd Palo Alto, CA 94303",,(650) 565-0063,Maintenance and Repair,Aircraft Repair & Maintenance,[],,
F & E Aircraft Maintenance Los Angls,"120 Eucalyptus Dr El Segundo, CA 90245",,(310) 338-0063,Maintenance and Repair,Aircraft Repair & Maintenance,[],,
