industry,business name,address,external link,phone number,additional_info,emails,business hours,teaser
Transportation,A M T Transportation,"226 US Highway 1 Edison, NJ 08817",,(732) 317-1887,Transportation Services,[],,
Transportation,All In One Transportation,"116 Christie St Ridgefield Park, NJ 07660",,(201) 546-4009,Transportation Services,[],Business Hours: Daily 24 Hours,
Transportation,Door To Door Transportation,"230 Rhode Island Ave East Orange, NJ 07018",,(973) 675-3700,"Passenger Transportation, Transportation Services",[],,
Transportation,L & K Transportation LLC,"133 Kearny Ave Kearny, NJ 07032",,(201) 955-3500,Transportation Services,[],,
Transportation,Via Medical Transportation LLC,"301 S White Horse Pike Hammonton, NJ 08037",,(609) 704-5719,"Transportation Services, Medical Transportation",[],,
Transportation,All-In Transportation Sltns,"1535 Kings Hwy Swedesboro, NJ 08085",,(856) 832-4532,"Trucking Companies, Transportation Services",[],,
Transportation,Cr Y Pani Transportation,"318 Hamilton Ave Paterson, NJ 07501",,(973) 689-5049,Transportation Services,[],,
Transportation,Rpj Nemeth Transportation LLC,"230 Sunset Ave Old Bridge, NJ 08857",,(718) 887-4448,Transportation Services,[],,
Transportation,Save-Way Transportation Inc,"16 Ames Ave Rutherford, NJ 07070",,(201) 507-0707,"Airport Transportation, Taxis & Shuttles, Transportation Services",[],,
Transportation,L C H Transportation,"1273 Bound Brook Rd Middlesex, NJ 08846",,(732) 627-9559,"Transportation Services, Medical Transportation",[],,
Transportation,Shalom Transportation SVC INC,"353 South St Morristown, NJ 07960",,(973) 214-2755,Transportation Services,[],,
Transportation,R O L Transportation,"152 Warren St Paterson, NJ 07524",,(201) 780-6198,Transportation Services,[],,
Transportation,E A P Transportation,"59 Barkley Ave Clifton, NJ 07011",,(862) 247-7954,Transportation Services,[],,
Transportation,WC Transportation Service Group,"120 Industrial Ave Little Ferry, NJ 07643",,(201) 440-0500,"Air Transportation, Visa Accepted, Airport Transportation, Shuttles, Passenger Transportation, Transportation Services, Taxis & Shuttles, Open 7 Days, Open 24 Hours, Discover Accepted, American Express Accepted, Mastercard Accepted, Limousine Service, Car Service",[],,
Transportation,A Z Transportation LLC,"462 Lonna Ct Brick, NJ 08724",,(732) 475-6825,Transportation Services,[],,
Transportation,S A J Transportation,"73 E 7th St Clifton, NJ 07011",,(201) 398-8468,Transportation Services,[],,
Transportation,3 G Transportation LLC,"36 Remsen Ave New Brunswick, NJ 08901",,(732) 543-0777,Transportation Services,[],,
Transportation,Able Medical Transportation,"23 W Main St Ste 4 Farmingdale, NJ 07727",,(732) 938-3400,"Ambulances, Emergency Medical Services",[],,
Transportation,360 Medical Transportation,"47 Tillinghast St Newark, NJ 07108",,(973) 732-1866,"Ambulances, Medical Transcription",[],,
Transportation,Able Medical Transportation,"1120 US Highway 22 Bridgewater, NJ 08807",,(908) 203-9400,"Ambulances, Emergency Medical Services",[],,
Transportation,All For You Medical Transportation,"616 E Landis Ave Vineland, NJ 08360",https://apis.elocal.com/tracker/track?q=bd55a9dfa56756d8eaa55d32e89d8d26cf85a2d5016773b7793bbe39121f6551cf12d9fae1fca9b39f76cd571ad85b98b1571610b5bf7dde8a3c7871e828e65440ff505109abc9f7a48f9469660ee50e31f07bd170a49d6090278f516ddc783234d53934512675d94a0984bba860f79f1b7dcdbf2e4237b7e865bc3493ffce6d9893ba31a387dadaf415da016463728ceb809bcd94692987a54dc2c350bd45d4d9cc9e9a986182581d7dd68893831b1538c2a09c076e9bf92b3deec41fb6a034b4712daa743e583b6df429cf327e58d5d73f65ffe0d6be652ec57c193a39aae4d1301f6946591eed488908aca22a2fad742021b5eed7d19757d624c92b2d46fbc20942c91dfb01ada16678cbff06fa425e217fa104232ce44c6b69dd0d47306f4c9675f861d2e4a800d3d0b246a80ac7c9293aee9b0c9900cdfb524317c5580e79cc51fb8b98678ae12b6a88c7c1c8e4d5a85deb32c0533725a88ffac4b7ac3ed69188f5859b4e8bec35f042e41fe624fcdd233bf247110a8091abebbaf93129612db7aa95792073778eb140f11f6a479fddf21c8022ac6a18ddff0283e31e40be47da4aed1e0c30980719f8fe74990abba92e9588a83c42ea757fba61b59c1d1fb342ce7474c5b4a7e472a765ce623f0388972889920eabc748179f65b5daf1bc750b2ab5a2ac7fbe454c17bbe25d1da50282ec59748a917bc611815beaa1d72c579d994730b9901d82c6617d88dad5798db7387fce4f16657cde2123ab978c1cf813fe49274028ad22e76313a1a00d472bb8e87ca10ea175ee955dc199aced9aa2e5a54805cbc59be3897a6800d51a9d6738f031c8d8b135b1b1afd6cbd2a642fc1c9fb889ba812ee2ffeedfa5ca24d3de22d81e633b25b6fe0819af62d7f72dab308e496b33e3f9876264c60b4fe7d909605caf964d3289b40044b0860ab9d4c1d2db6bedbe4874fd74d56bee8b3f9c4d8bd94c3abc2f759fe0f7e44dd6cc,(856) 500-6040,"Transcription, Transportation Services",[],"Business Hours: Mon 04:00-23:00,Tue 04:00-23:00,Wed 04:00-23:00,Thr 04:00-23:00,Fri 04:00-23:00,Sat 04:00-23:00,Sun 04:00-20:00",
Transportation,El Bombon W C Transportation,"36 James St Paterson, NJ 07502",,(973) 210-5587,Transportation Services,[],,
Transportation,Father N Son Transportation Inc,"61 Cedar Brook Dr Somerset, NJ 08873",,(732) 649-1262,Transportation Services,[],,
Transportation,Aviana Group Transportation,"340 W Passaic St Ste 12 Rochelle Park, NJ 07662",,(201) 843-3003,"Limousine Service, Taxis & Shuttles",[],,
Transportation,School Tyme Transportation,"21 School Ave Somerset, NJ 08873",,(732) 828-6663,"Taxis & Shuttles, Limousine Service",[],,
Transportation,Pss Transportation Inc,"7 Nicholas Ct Dayton, NJ 08810",,(732) 274-1333,"Trucking Companies, Storage, Wholesale Importers, Motor Freight Trucking",[],,
Transportation,All County Transportation,"278 Monmouth St Ste 1 Jersey City, NJ 07302",,(201) 435-3873,"Taxis & Shuttles, Limousine Service",[],,
Transportation,Dyer Straights Transportation,"545 Westwood Ave River Vale, NJ 07675",,(201) 594-1199,"Motor Freight Trucking, Trucking Companies",[],,
Transportation,Joseph's Medical Transportation,"387 Woodlawn Ave Jersey City, NJ 07305",,(201) 413-6595,Health Clinics,[],,
Logistics,Msn Logistics,"3 State Route 27 Ste 104 Edison, NJ 08820",,(908) 620-0077,Business Consultants,[],,
Logistics,Liberty Logistics,"107 Trumbull St Elizabeth, NJ 07206",,(908) 820-8700,"Government Contractors, Salvage & Surplus Goods, Electronic Component Manufacturers, Freight Forwarding",[],,
Logistics,Draykon Logistics,"50 Caven Point Ave Jersey City, NJ 07305",,(201) 356-9737,Business Consultants,[],,
Logistics,Precision Logistics,"14 Countryside Ln Ringwood, NJ 07456",,(973) 869-4159,Freight Forwarding,[],,
Logistics,List Logistics,"65 Wildcat Way Linden, NJ 07036",,(908) 355-3566,Storage,[],,
Logistics,732 Logistics,"36 Adamsville Rd Bridgewater, NJ 08807",,(908) 722-4033,"Storage, Business Consultants",[],,
Logistics,Recycle Logistics,"292 Prospect Ave South Amboy, NJ 08879",,(732) 489-2585,Business Consultants,[],,
Logistics,Abror Logistics,"191 Gould Ave Paterson, NJ 07503",,(973) 925-5308,Unclassified,[],,
Logistics,Cruz Logistics,"376 E 29th St Unit 378 Paterson, NJ 07514",,(973) 851-7270,"Carry Out, Taxis, Packing & Crating",[],"Business Hours: Sun 6:15am-5pm, Fri 6:30pm-11:55pm, Sat 5am-11:45pm",
Logistics,Express Logistics,"4000 Bordentown Ave Ste 39 Sayreville, NJ 08872",,(732) 390-5515,"Motor Freight Trucking, Exporters",[],,
Logistics,Romark Logistics,"822 South Ave W Westfield, NJ 07090",https://apis.elocal.com/tracker/track?q=c13e14028bf0c7453157b897e5722de947fc97eab10197a5527c27545521428d98c0750a20433a25abae15d6b5073b7e02dac37d168fe9523231370605a6c61156be53dee6f363f2caacbe4018aaeff148598fac4eb77cc363307a7963b75b7a36721a801e12710c2fbac0df629aa7f73667b44a93d28a71aeea0280277a69d333efe706884a6dd00063fc001544dcb19f2d8d35c239cca6846a01e59c9d23edf2204c034a903d0fdeafc814600ec41ed1d67985f760f70607e68af73e7a5e044ebd9e7ba40a113b05d876ae3d8b12746a9a322794b0c09750c12acb355316ccf9561970c40d5fa9166971fef3e577c7d11e6c824cd1296ecf0fc65b8308d00a8e8f9463eef08086dc6f076ca35fd476f335ec7788382c17e4cd624bb1962cf4e919b6529e4ecc8bb727b12a35dc1553ed63c456888781bdb45947baa41630d5f1a0b408631750cd88dc0251bfc6e8ec12b146d24ff2f80aff40dab062fab1750a4dc143de3b223f742dca66d3d57fdb4ddf5ca8c682e53563f487bf0d55681dce83a54629cf7ec17d928d9e25360d77ebc27ff38ec2a8876e6499422ed2b48e5cdd906151465d20ecb222b2cdb22d8f63be39781617d94df6f7da8f2efe8c7493af04ee3178e8ab600428c25eee50f46dc43d953cbbec8817654807b4badcea2fc959300f3365909ae1feb07cdcd96a2c348d28f5afc612f38b74c17e98eef000666f431e4027b15ceef72527bed9b44d5752ec270d2b914344623a854179bf6a53dbad41d990297d07742174d71272a0f574f2d7d2ea09e69654ca9aace3f1ce1ff1428b184644151e2fc355209202e38870dfb97113242aaab1e6b63d551b9bcd513056dcf43c0ce297e04b4b5c44f11d33a09cb966b044a707188c24bb0cd10fccb6348c1deda57b2bb70157ef55bd0d8468d57db288d028c6e2f5f526342f6d0e6efbd0ccbdefc514f8e342e5f3b4201fcba12748e95fc73146cf24a87e,(908) 789-2800,"Transportation Services, Warehouses, International Shipping",[],"Business Hours: Mon 08:00-17:00,Tue 08:00-17:00,Wed 08:00-17:00,Thr 08:00-17:00,Fri 08:00-17:00",
Logistics,Angora Logistics,"130 Woodland Ave # 408 Rutherford, NJ 07070",,(201) 507-0397,General Merchandise Stores,[],,
Logistics,Alpi Logistics,"120 Tices Ln East Brunswick, NJ 08816",,(732) 390-1234,"Commercial Storage, Auto Parts & Accessories, Storage",[],,
Logistics,Exel Logistics,"249 Cheesequake Rd Parlin, NJ 08859",,(732) 432-6580,"Business Consultants, Freight Forwarding",[],,
Logistics,Bnsf Logistics,"375 N Main St Ste C1 Williamstown, NJ 08094",,(856) 740-5360,Transportation Services,[],,
Logistics,Rix Logistics,"1080 Garden State Rd Union, NJ 07083",,(908) 258-0717,Pharmaceutical Research,[],,
Logistics,Contour Logistics,"101 Route 130 S Cinnaminson, NJ 08077",,(856) 389-5601,Business Consultants,[],,
Logistics,Logistics Inc,"795 Inman Ave Colonia, NJ 07067",,(732) 827-5028,"Business Consultants, Shipping",[],,
Logistics,Pegasus Logistics,"24 Commerce Rd Fairfield, NJ 07004",,(973) 521-7297,Business Consultants,[],,
Logistics,Estes Logistics,"418 Duncan Ave Jersey City, NJ 07306",https://apis.elocal.com/tracker/track?q=f4cbe6c3512ee4c809c1f2f92cdad069a72e3a77bb97dbc08246ccffa1bbebeadc7224113c5fb038ed32b4b9a6e3e58a6d530ac17820a9e048745abd72ebcda3c8d99bdcab2aa76d9083c92c2b14fc166d1498d8c233deea155fc966f12e7a17e3e33f04198ee68fde074c0997d3e9391133a9cc4b80bda8c6b40933b80d79346ca3d792d8e37d74eee5a2a8841b81b6ed29872d383acfcb5b4714dd5a316f05417cd065c0e8e0173c51d774ab066d962bcd996b844435fafb41587f9b27641fe5539dcc1f6e0302ec335ccd517254ad7e762a1b5e382f712492414dc9e38015af0e351c0952927adba5a3d521a125e09cd4f131d685c489d3e17140a6f47db69bc1f35539d50fd4892e896cc96e700108c843610a7490381121c9a91ba3af48b11b0633eb139d621e7f2cc0718a102e5d10e4eff3ca51923afd4a99f06f8363b9bc3954cf4dac767813ecff82568eaeb4b3900d5ab455e8a7809dfca63209b8f942766e94278b6f04dabf5ff1e02b69604565618de5407f31b3d23d865933a874f31e01f00073a7d7540244bcfc354b24edf6f7edf630dcdcf3d276e26d7a1dba59ff9281b4c644729899c8695cb9af5ff91c597c669265717905b2a901d6472c07c9920820b6ebe01b2c4f0a49bacafae8e6fb93c4916e7e84b0aa2afe1e4b9707128ef8474b98a14d307943ff3981ded5eb3f8392d93572e14c11fa4eae4007bfa34547fbac3fe311cae75ed79cc53fb799734625416cec6d21bf49930942a8c6f800c9de0eb584bc44eceaad2ad118505d154def722e082ba69f23236d40031b1321eccef2b0ca508ab13d103546c886eea5765b3e912813baaa410f78e9830a5de4793f3eac7082f2f4fc2ecf157af463d072b11be45b8626d18dfbb602c65b23e661b9d086db2ee2d6bbf9653c7c4aad38a243264398a2e352a04fa0c03f88959ed0ed57c531068c1e192838ca045d24ddd2a337e6eae41fd6c52f6b5efa72595275517be9c12924214a75d40f033ac8b6c9ec526cda76f1485de08f511ca21ee860e1350687676fe17a42561d470f9c39a84ddd61ef3b476dd9493c74328a5aa030072f402252b6cc887a1ca8,(201) 721-7030,Agriculture & Forestry,"['timecritical@estes-express.com', 'WebSupport@estes-express.com', 'custsrv@estes-express.com', 'PublicRelations@estes-express.com', 'paymentservices@estes-express.com', 'ACHpayments@estes-express.com', 'ccpayment@estes-express.com', 'tc.custsrv@estes-express.com', 'claims@estes-express.com', 'HomeDelivery@estes-express.com', 'EDI@estes-express.com', 'EstesLogistics@estes-express.com', 'estespickups@estes-express.com']","Business Hours: Mon 00:00-00:00,Tue 00:00-00:00,Wed 00:00-00:00,Thr 00:00-00:00,Fri 00:00-00:00",
Logistics,Estes Logistics,"2220 74th St North Bergen, NJ 07047",https://apis.elocal.com/tracker/track?q=470dcfbcd13c1f326610a5c9e122de3c2d1c23ed4012c173fd4f3164328961c899bdbe51e9188b0ce3e5faa35c2a74f52d01e15cf1afd626ccf5281ecc16b27ea11113808f35895d99b32d1dd5e7fe4681e49968d0263e2624c00732dda30490f85ba46234ce65a20cf30780114b48a538ecb6e96c87229252d5293951b9b494d5a00a4113f535fa79a2333b8868f7449444e9d7323413e52199b09d0ff3bf8cb1a5c2af5ff73c9c3685a07f1805592b0b2e2de78866b96f436440d8ee308b0f5ecc55743bcdfe414af15b06dae791fa9309603f8564741186015aee8aae26b9a3b3033f25292dc14808882eeb255860d65d6044cd369036b269a37e6aec5a98088489acd8a4c8d459380d53ece81e5b72cf993e8faff46995cc08520e15795f476ad6f6b6b7ce46ccd3b224b90bce43e5c6dc09ec2b95e6c1aa3e4ab49ace450c7354d3a291c6df0807b762ff4e4fb173efa44d645ddd7e4d6f6c8403f9cfdeaa81240172447c98ac73e052edfacc9bebcac64f13215808029a6f7a4d6a95ae1adeea772e3b9525efcf27d4839bfea6b7e74f0be46adfb6b44dfe0728120302527dbcd409277193061c6b38874451243b8c4d49549ae50d8c2b0bd20c262b6ac56be4eeb706ecb29a416ce527b736c94cd9ffbadcf89bab31db44f4a55ac3b13a4edad693cfb5262fee968bde1d6734e0235d0ca5b70254a196e151347a3aab7e69074b31b1d97e3b57f8e81808cbc8678713ce2fabc272bf19810e7622e4d7d04e9a0c089ff175a136c73fe0ede70028282493004eb140a67b4f73d6d6b61307494d848457432ca8714143fc9fd70b3987c894009bdc7db010868f2b7ee428a9a8efcd983008caabacdbb122b257abf036f695d23d814c110b1917d3f9a81efa9f98628aad231c8a23c60c7f96ece9b6aaa6dc465b68303dae34f71ba3c3468532c1d591519919d2f170b7f9bf04ee31bbd998cf89085cfad07951cf297a1cfa8fe50e8b92c2fd6beb21f28d15c8fbe7d11e78b4da484822a8f02823119c660058da215824f5bd3e3fa9e4b318b73b3804610c26788f4b1cb523171ffa3e25c0b25cd6761d558578dfce883f042e80,(201) 869-4238,Agriculture & Forestry,"['timecritical@estes-express.com', 'WebSupport@estes-express.com', 'custsrv@estes-express.com', 'PublicRelations@estes-express.com', 'paymentservices@estes-express.com', 'ACHpayments@estes-express.com', 'ccpayment@estes-express.com', 'tc.custsrv@estes-express.com', 'claims@estes-express.com', 'HomeDelivery@estes-express.com', 'EDI@estes-express.com', 'EstesLogistics@estes-express.com', 'estespickups@estes-express.com']","Business Hours: Mon 00:00-00:00,Tue 00:00-00:00,Wed 00:00-00:00,Thr 00:00-00:00,Fri 00:00-00:00",
Logistics,Jessica's Logistics,"406 Wharton Rd Mount Laurel, NJ 08054",,(856) 304-0029,Unclassified,[],,
Logistics,Greenleaf Logistics,"1099 Wall St W Lyndhurst, NJ 07071",,(201) 728-9092,"Business Consultants, Transportation Services, Motor Freight Trucking, Passenger Transportation",[],,
Logistics,Comtrak Logistics,"82 Aveneu Kearny, NJ 07032",,(973) 817-7189,"Transportation Services, Trucking Companies, Motor Freight Trucking",[],,
Logistics,Penske Logistics,"100 Raritan Center Pkwy Edison, NJ 08837",,(732) 225-0946,"Freight Forwarding, Business Consultants",[],,
Logistics,Continental Logistics,"180 Raritan Center Pkwy Edison, NJ 08837",,(732) 417-0080,"Freight Brokers, Wholesale Distribution Centers, Advertising, Business Consultants, Trucking Companies",[],,
Logistics,Yesway Logistics,"101 Kentile Rd South Plainfield, NJ 07080",,(908) 205-8728,Business Consultants,[],,
Logistics,Lasar Logistics,"351 Herrod Blvd Dayton, NJ 08810",,(732) 329-9100,"Commercial Storage, Storage",[],,
Logistics,Valerio Logistics,"318 5th Ave Paterson, NJ 07514",,(973) 981-1190,Trucking Companies,[],,
Logistics,Essential Logistics,"72 E Holly Ave Ste 111 Pitman, NJ 08071",,(856) 553-6315,Wallboard & Plasterboard Manufacturers,[],,
Logistics,Resource Logistics,"39 Milltown Rd East Brunswick, NJ 08816",https://apis.elocal.com/tracker/track?q=18e2984cc20fe02f6c9e47a77d68d21bcf5f2b85e0b2b295be6d46e97464b572e65e585defe1c3ba8fd00f3835565ff91b0b9e473aec3b4fdc75bb47e475f2beb8e9ec67936793546c52c521ed358dd75bf8e23de8008f7f1d07d69c3030b603bb1f74bde4581e4f6e558136f49c0fe9a795729266c71a2ac1db10ae98320bfea0570671acb6a87049e7855159c60f338ea175bff8727af3b2344f0955f850131d6156bf899b7e9b4c2ffd7064c6f6a10223f26acb829c8fd7aa8b436504a0979a4a45001fc11bc33a5ced87052a66f7b6867130f968b7a342202b6308fe2e79f70be2d7505f78d906c28bcf7d599a299e3eb4532f1bce672b7547ab1296f025b40ba2871cf1774f1986d9175164233c09d605360ce629ead8c73665d59f1bcd7f5bbb8800610ce9ff328a864e89a8b458bdc6392adb0d9f02c50db6d2c43fb4e40fe6bbfe7c1db44cb8ef2b8255d68cf3476b1c785396856eeae845718dd3cacbb0e7e203895781ef87be303cf4d39e9d45f5da94a0ffb47c44c5a581e6f0acb5ad2c230879cea780f9fef5085acc9d0e5278e28877c9872024ddf8d4252363ce12a17b8540d679f6d05c2479eff7a98f94f4177d1412051fc6e1154ef499980124dcf68370124a21fe9a60e78c2c01d47a6ae2b4311af3a2d33ba7e0673fb10648bbb5feb9848141b06b815cebc90e8a9576d0a571391f4ceacda6d290f7887c975b3c6dd1ecacd4ee0c66e5d11e45ce789c71d2f21a14ae92dfc87a69a183fe1f613451de72578fdee6867b2313b9a320cf385c8f28c5437c9e7916b8da322f5c7e3b3d9b41a871789c823968ffe75ac66304069e70ed3b5ce7cb2acde292ac2bde60715b67abcb335a865fad951ccfa422fc99141a19bedfca00465ab57576e6fca91836e12ae0ed28a63dac1182c71f4d289758f6533d4388a64cf334dcd090459ce08d8351d95f7e7dfeaa2cdbedd7bc4146001653f451cc37f59c3b33,(732) 553-0566,Software Developers,['info@resource-logistics.com'],"Business Hours: Mon 09:00-17:00,Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00",
