industry,business name,address,external link,phone number,business hours,additional_info,emails,teaser
Manufacturing,Sombrilla Manufacturing INC,"18952 Redland Rd San Antonio, TX 78259",,(210) 490-6800,Business Hours: Mon - Fri 8:00 am - 4:30 pm,"Construction & Remodeling, Deordorant, Government Contractors, Solar & Energy Conservation Products, Wholesale Solar Energy Equipment, Carport Construction, Sign Repair, Building Materials, Sign Manufacturers, Venetian Blinds, Glue, Patio Enclosures, Outdoor Furniture, Mastercard Accepted, Advertising Agencies, Screen Enclosures, Sign Contractors, Solar Heating Consultants, Awnings, Discover Accepted, Visa Accepted, Soap, Business Services, Air Fresheners, General Merchandise Stores, American Express Accepted",[],
Manufacturing,Amtech Manufacturing Inc,"5129 Vesta Farley Rd Fort Worth, TX 76119",,(817) 563-1251,,"General Industrial Machinery Manufacturers, Metal Fabricators, Sheet Metal Work Contractors, Home Automation Systems, Sheet Metal",[],
,,,,,,"Wholesalers, Manufacturers",[],
Manufacturing,Peerless Manufacturing Co INC,"5450 Dakota Ln Denton, TX 76207",,(940) 565-6381,,"General Industrial Machinery Manufacturers, Structural Steel Manufacturers, Manufacturers, Heat Exchangers, Wholesale Heat Exchangers, Wholesalers, Transmission Manufacturers",[],
,,,,,,"Wholesalers, Government Contractors, Manufacturers",[],
,,,,,,"Motor Vehicle Manufacturers, Manufacturers, Wholesale Truck Parts, Auto Parts & Accessories, Truck Repair, Wholesalers",[],
Manufacturing,C N C Manufacturing,"1011 Buffalo Run Missouri City, TX 77489",,(281) 438-2499,,"Wholesalers, Manufacturers",[],
Manufacturing,Forward Manufacturing Co Inc,"3010 S Main St Fort Worth, TX 76110",,(817) 921-3523,,"Elevator Manufacturers, Exporters, Machine Shops, Manufacturers, Wholesalers",[],
,,,,,,"Manufacturers, Wholesalers",[],
Manufacturing,Super Chef Manufacturing Co,"12309 Hodges St Houston, TX 77085",,(713) 729-9660,,"Wholesalers, Manufacturers",[],
Manufacturing,Amp Tech Manufacturing LLC,"2554 Gravel Dr Fort Worth, TX 76118",,(817) 590-0700,,"Manufacturers, Wholesalers",[],
,,,,,,"Manufacturers, Wholesalers",[],
,,,,,,"Manufacturers, Battery Manufacturers, Wholesalers",[],
Manufacturing,"A & S Manufacturing, Inc.","6525 Cunningham Rd Ste D Houston, TX 77041",,(713) 466-6534,,"Wholesalers, Manufacturers",[],
Manufacturing,Mayday Manufacturing Co Inc,"1500 Interstate 35 W Denton, TX 76207",,(940) 898-8301,,"Government Contractors, Metal Finishing, Cutting Tool Manufacturers, Aircraft Parts",[],
Manufacturing,Powell Manufacturing Co Inc,"2720 Industrial Ln Garland, TX 75041",,(972) 278-9507,,"Ball & Bearing Manufacturers, General Industrial Machinery Manufacturers, Machine Shops",[],
Transportation,Transportation,"251 N Ranch Road 783 Harper, TX 78631",,(830) 864-5014,,"School Buses, Transportation Services, K-12 Schools",[],
Transportation,Transportation,"5621 Harrisburg Blvd Houston, TX 77011",,(713) 926-7635,,"Transportation Services, Bus Travel",[],
Transportation,Ama Transportation,"3225 W Alberta Rd Edinburg, TX 78539",,(956) 688-6300,,"Transportation Services, Trucking Companies",[],
Transportation,Lefleur Transportation,"5233 Ih 37 Ste C2 Corpus Christi, TX 78408",,(361) 814-7090,,"Passenger Transportation, Transportation Services, Taxis & Shuttles",[],
Transportation,Villalta Transportation,"1902 Dismuke St Houston, TX 77023",,(832) 473-6485,,Transportation Services,[],
,,,,,,Transportation Services,[],
Transportation,Keller Transportation,"13140 Settlers Trl Fort Worth, TX 76244",,(817) 490-1238,,Transportation Services,[],
Transportation,Quaker Transportation,"2235 Patriot Commons Rd Abilene, TX 79601",,(325) 672-3100,,Transportation Services,[],
Transportation,Roadrunner Transportation,"107 E Malloy Bridge Rd Seagoville, TX 75159",,(414) 615-1500,,Transportation Services,[],
Transportation,Quality Transportation,"1955 Prairie St Beaumont, TX 77701",,(409) 835-8303,,"Trucking Companies, Transportation Services",[],
,,,,,,Transportation Services,[],
,,,,,,Transportation Services,[],
Transportation,Transportation Dept,"1424 High Meadows Way Cedar Hill, TX 75104",,(972) 291-4043,,"State Offices, Transportation Programs, Government Organizations & Services",[],
Transportation,Midessa Transportation,"4003 S County Road 1294 Odessa, TX 79765",,(432) 685-7070,Business Hours: Daily 24 Hours,"Trucking Companies, Airport Transportation, Transportation Services, Taxis",[],
Transportation,Dynasty Transportation,"105 W South Commerce St Wills Point, TX 75169",,(903) 873-4777,,"Business Consultants, Trucking Companies, Transportation Services",[],
,,,,,,Transportation Services,[],
Transportation,Sadi Transportation,"2108 Murphy Dr Bedford, TX 76021",,(817) 571-7924,,Transportation Services,[],
,,,,,,Transportation Services,[],
,,,,,,"Government Organizations & Services, Transportation Programs",[],
Transportation,Weatherall Transportation,"2331 Maryland Ave # 104 Dallas, TX 75216",,(214) 563-0753,,Transportation Services,[],
,,,,,,"State Offices, Government Organizations & Services, Transportation Programs",[],
Transportation,Transportation Dept,"2501 SW Loop 820 Fort Worth, TX 76133",,(817) 370-6500,,"Government Organizations & Services, State Offices, Transportation Programs",[],
Transportation,Mercer Transportation,"945 S Mesa Hills Dr El Paso, TX 79912",,(915) 587-0709,,"Trucking Companies, Freight Forwarding, Transportation Services",[],
Transportation,Transportation Dept,"2203 Austin Ave Waco, TX 76701",,(254) 759-3160,,"Transportation Programs, Government Organizations & Services",[],
Transportation,Carillon Transportation,"4002 16th St Lubbock, TX 79416",,(806) 281-6440,,Transportation Services,[],
Transportation,Yellow Transportation,"3345 Miller Park N Garland, TX 75042",,(972) 272-4925,,"Heavy Hauling, Transportation Services",[],
Transportation,Transportation Dept,"1123 E Loop 304 Crockett, TX 75835",,(936) 544-2264,Business Hours: Mon-Fri 8am-5pm,"State Offices, Government Organizations & Services, Transportation Programs",[],
Transportation,Pegasus Transportation,"15415 International Plaza Dr Houston, TX 77032",,(407) 812-8812,,Transportation Services,[],
Transportation,Bulk Transportation,"1505 N Marienfeld St Midland, TX 79701",,(432) 683-1313,,Transportation Services,[],
Transportation,Goldstar Transportation,"1320 State Highway 34 S Terrell, TX 75160",,(972) 563-1027,,Transportation Services,[],
Transportation,Spartan Transportation,"1213 Westpoint Ave Colorado City, TX 79512",,(325) 728-8806,,"Transportation Services, Passenger Transportation",[],
Transportation,Sec Transportation,"1001 S Interstate 45 Service Rd Hutchins, TX 75141",,(972) 803-8312,,Transportation Services,[],
Transportation,Hood Transportation,"3701 Dalworth St Arlington, TX 76011",,(817) 649-8123,,"Transportation Services, Freight Brokers",[],
Transportation,Transportation Dept,"1103 W Highway 15 Perryton, TX 79070",,(806) 435-2532,,"Government Organizations & Services, State Offices, Transportation Programs",[],
Transportation,Heniff Transportation,"9938 Chemical Rd Pasadena, TX 77507",,(281) 291-8821,,Transportation Services,[],
Transportation,Trax Transportation,"105 N Katherine St Crane, TX 79731",,(432) 558-2094,,"Transportation Programs, Transit Lines",[],
Transportation,Swift Transportation,"1650 S Highway 67 Cedar Hill, TX 75104",,(972) 293-7584,,"Motor Freight Trucking, Trucking Companies, Transportation Services",[],
Transportation,Paramount Transportation,"13770 Hollister Dr Ste 190 Houston, TX 77086",,(281) 586-7979,,"Passenger Transportation, Transportation Services",[],
Transportation,Transportation Dept,"9320 SE Loop 410 San Antonio, TX 78223",,(210) 633-1401,,"Transportation Programs, Government Organizations & Services, State Offices",[],
Transportation,Transportation Dept,"15500 FM 1255 Canton, TX 75103",,(903) 829-5103,,"State Offices, Government Organizations & Services, Transportation Programs",[],
,,,,,,"Transportation Services, Business Consultants",[],
,,,,,,"Government Organizations & Services, State Offices, Transportation Programs",[],
Transportation,Transportation Dept,"299 US Highway 180 W Roby, TX 79543",,(325) 776-2226,,"Transportation Programs, State Offices, Government Organizations & Services",[],
Transportation,Bam Transportation,"8 Saint Johns Ct Mansfield, TX 76063",,(682) 518-6410,,"Transportation Services, Taxis & Shuttles, Airport Transportation, Passenger Transportation",[],
Transportation,Roadrunner Transportation,"8411 FM 1960 Bypass Rd W Humble, TX 77338",,(281) 446-0036,,Transportation Services,[],
Transportation,Auchmoody Transportation,"2220 S Crockett Dr Fort Stockton, TX 79735",,(432) 336-0514,,Transportation Services,[],
Transportation,Aje Transportation,"25612 Pedernales Point Dr Spicewood, TX 78669",,(512) 423-8390,,Transportation Services,[],
Transportation,Transportation Dept,"2424 E State Highway 29 Mason, TX 76856",,(325) 347-6447,,"State Offices, Government Organizations & Services, Transportation Programs",[],
Transportation,Kart Transportation,"950 Williams St Rockwall, TX 75087",,(214) 771-0023,,Transportation Services,[],
,,,,,,"Government Organizations & Services, Transportation Programs, State Offices",[],
,,,,,,"State Offices, Transportation Programs, Road Building Contractors, Government Organizations & Services",[],
Transportation,Transportation Dept,"4502 Knickerbocker Rd San Angelo, TX 76904",,(325) 944-1501,,"Government Organizations & Services, Transportation Programs",[],
Transportation,Transportation Dept,"819 US Highway 287 S Henrietta, TX 76365",,(940) 538-6561,,"Transportation Services, State Offices, Government Organizations & Services, Transportation Programs",[],
Transportation,Mode Transportation,"2818 Mayfair Ln McKinney, TX 75071",,(972) 984-1300,,"New Car Dealers, Trucking Companies, Transportation Services, Wholesale Vehicles, Wholesale Automotive",[],
Transportation,Transportation Apex,"1868 Larkspur Dr Arlington, TX 76013",,(682) 276-1324,,"Party Planners, Limousine Service, Event Planning, Transportation Services",[],
Transportation,Orion Transportation,"33300 Egypt Ln Magnolia, TX 77354",,(281) 681-1700,,"Passenger Transportation, Freight Forwarding",[],
Transportation,Amerifleet Transportation,"2042 Ackerman Rd San Antonio, TX 78219",,(210) 662-5944,,"Transportation Services, Passenger Transportation",[],
,,,,,,Transportation Services,[],
Transportation,Transportation Department,"135 Slaton Rd Lubbock, TX 79404",,(806) 748-4419,,"Transportation Programs, State Offices, Government Organizations & Services",[],
,,,,,,"Government Organizations & Services, Transportation Programs",[],
Transportation,Neflex Transportation,"11041 W 42nd St Odessa, TX 79764",,(432) 385-7700,,"Passenger Transportation, Transportation Services",[],
Transportation,Greg Transportation,"15134 Beaumont Hwy Houston, TX 77049",,(281) 787-7678,,Transportation Services,[],
Transportation,Caron Transportation,"1513 2nd St Pleasanton, TX 78064",,(830) 480-5051,,Transportation Services,[],
,,,,,,"Government Contractors, Trucking Companies, Transportation Services",[],
Transportation,Veolia Transportation,"8998 Senate St Dallas, TX 75228",,(214) 660-9933,,"Trucking Companies, Transportation Services",[],
,,,,,,"State Offices, Transportation Programs, Government Organizations & Services",[],
Transportation,Transportation Dept,"913 N US Highway 83 Leakey, TX 78873",,(830) 232-5356,,"Government Organizations & Services, Transportation Programs",[],
Transportation,Southwest Transportation,"304 E Pecan Blvd McAllen, TX 78501",,(956) 992-8999,,Transportation Services,[],
Transportation,Everman Transportation,"207 W Barron Ave Everman, TX 76140",,(817) 568-3586,,"School Buses, Transportation Services",[],
Transportation,Design Transportation,"3722 Irving Blvd Dallas, TX 75247",,(214) 688-6900,,Transportation Services,[],
,,,,,,"Passenger Transportation, Limousine Service",[],
Transportation,CEO Transportation,"3412 Fordham St Lubbock, TX 79415",,(806) 781-3377,,Transportation Services,[],
,,,,,,Transportation Services,[],
Transportation,Jacobson Transportation,"2588 E Long Ave Fort Worth, TX 76137",,(817) 831-8265,,"Freight Forwarding, Motor Freight Trucking, Airport Transportation, Transportation Services, Passenger Transportation, Trucking Companies",[],
Transportation,Orion Transportation,"12460 Weaver Rd Horizon City, TX 79928",,(915) 544-4566,,Transportation Services,[],
Transportation,Premier Transportation,"1341 W Mockingbird Ln Ste 201W Dallas, TX 75247",,(214) 351-7000,Business Hours: Daily 24 Hours,"Car Service, Open 7 Days, Limousine Service, Airport Transportation, Discover Accepted, Wedding Planners, Visa Accepted, Transportation Services, Bus Charters, Air Transportation, Open 24 Hours, Personal Services, American Express Accepted, Mastercard Accepted, Taxis & Shuttles, Shuttles",[],
Transportation,Rv Transportation,"14925 Montana Ave El Paso, TX 79938",,(915) 857-1623,,Transportation Services,[],
Transportation,Remarkable Transportation,"6260 Westpark Dr Ste 255 Houston, TX 77057",,(832) 955-4574,,Transportation Services,[],
Transportation,Transportation Dept,"500 Avenue F Bay City, TX 77414",,(979) 245-8338,,"Government Organizations & Services, State Offices, Transportation Programs",[],
,,,,,,Transportation Services,[],
Transportation,Transportation Dept,"7721 Washington Ave Houston, TX 77007",,(713) 802-5000,,"Transportation Programs, Government Organizations & Services, State Offices",[],
Transportation,Betts Transportation,"2591 E Pioneer Dr Irving, TX 75061",,(214) 492-1532,,Passenger Transportation,[],
Transportation,Sar Transportation,"1101 Jarvis Rd Saginaw, TX 76179",,(817) 232-2599,,"Passenger Transportation, Transportation Services",[],
Transportation,Transportation Dept,"2400 NE Loop 7 Athens, TX 75752",,(903) 675-3809,,"Transportation Programs, State Offices, Government Organizations & Services",[],
Transportation,Richway Transportation,"8500 Clinton Dr Houston, TX 77029",,(713) 673-1541,,"Transportation Services, Transit Lines",[],
Transportation,Grey Transportation,"2611 Westgrove Dr Carrollton, TX 75006",,(469) 206-3057,,"Transportation Services, Trucking Companies",[],
Transportation,Economy Transportation,"13713 Almeda School Rd Houston, TX 77047",,(832) 767-0377,,Transportation Services,[],
,,,,,,"Transportation Services, Safety Consultants",[],
Transportation,Transportation Dept,"150 E Riverside Dr Austin, TX 78704",,(512) 416-2163,Business Hours: Mon-Fri 8am-5pm,"Government Organizations & Services, Transportation Programs, State Offices",[],
Transportation,Transportation Dept,"7500 Highway 86 Tulia, TX 79088",,(806) 995-3009,,"Government Organizations & Services, State Offices, Transportation Programs",[],
Transportation,Summit Transportation,"4213 Mint Way Dallas, TX 75237",,(972) 631-3080,,Transportation Services,[],
Transportation,Cjm Transportation,"2905 N Business 45 Corsicana, TX 75110",,(903) 602-5388,,Transportation Services,[],
Transportation,Majestic Transportation,"283 Lockhaven Dr Ste 100 Houston, TX 77073",,(281) 869-8031,Business Hours: Daily 24 Hours,"Transportation Services, Freight Forwarding",[],
Transportation,Transportation Dept,"21026 Loop 494 New Caney, TX 77357",,(281) 577-8680,,"Transportation Services, Transportation Programs, Government Organizations & Services",[],
Transportation,Transportation Department,"410 E Loop 121 Belton, TX 76513",,(254) 939-3778,Business Hours: Mon-Fri 8am-5pm,"Engineering, Transportation Services, Transportation Programs, Government Organizations & Services, State Offices",[],
Transportation,T's Transportation,"1542 Stevenage Ln Channelview, TX 77530",,(713) 585-0656,,"Passenger Transportation, Transportation Services, Car Service, Trucking Companies",[],
Transportation,Echo Transportation,"510 N Chadbourne St San Angelo, TX 76903",,(325) 703-6062,,"Transportation Services, Bus Travel",[],
Transportation,Transportation Consol,"21300 Greenridge Dr Hutto, TX 78634",,(512) 990-5382,,Transportation Services,[],
Transportation,Interamerica Transportation,"14106 Transportation Ave Laredo, TX 78045",,(956) 723-8088,,Transportation Services,[],
Transportation,Bob Transportation,"224 Green Pasture Hutto, TX 78634",,(512) 846-1333,,Transportation Services,[],
,,,,,,"Transportation Services, K-12 Schools",[],
,,,,,,Transportation Services,[],
Transportation,International Transportation,"545 E Main St Lewisville, TX 75057",,(972) 219-0107,,Transportation Services,[],
Transportation,Art Transportation,"8626 Berndale St Houston, TX 77029",,(832) 487-9273,,Transportation Services,[],
,,,,,,"Government Organizations & Services, Transportation Programs",[],
,,,,,,Transportation Services,[],
Transportation,Roadrunner Transportation,"255 Fox Ln Burleson, TX 76028",,(817) 426-4248,,"Trucking Companies, Car Movers, Oil & Gas Production, Transportation Services",[],
Transportation,Qualty Transportation,"6969 South Loop E Houston, TX 77087",,(281) 888-1888,,Transportation Services,[],
,,,,,,"Transportation Programs, Government Organizations & Services, State Offices",[],
Transportation,Trimac Transportation,"6299 US Highway 59 S Marshall, TX 75672",,(903) 935-1381,,"Transportation Services, Wholesale Chemical Products, Trucking Companies",[],
Transportation,Transportation Department,"3901 E Business 20 Odessa, TX 79761",,(432) 580-0331,Business Hours: Mon-Fri 8am-5pm,"Government Organizations & Services, Transportation Programs, Paving Contractors, State Offices",[],
,,,,,,Transportation Services,[],
Transportation,Grifco Transportation,"9001 Frey Rd Ste A Houston, TX 77034",,(713) 943-9300,,Transportation Services,[],
Transportation,Transportation Dept,"1365 N Main St Paris, TX 75460",,(903) 737-9300,Business Hours: Mon-Fri 8am-5pm,"Government Organizations & Services, State Offices, Transportation Programs",[],
Transportation,Flash Transportation,"4003 Sequoia Trl E Georgetown, TX 78628",,(512) 868-1000,,"Transportation Services, Airport Transportation, Limousine Service",[],
,,,,,,Transportation Services,[],
Transportation,Henderson Transportation,"1226 Pilot Point Dr Houston, TX 77038",,(612) 871-5466,,Transportation Services,[],
Transportation,Dancy's Transportation,"12424 Steeple Way Blvd Apt 914 Houston, TX 77065",,(832) 688-8464,,Transportation Services,[],
,,,,,,Transportation Services,[],
Transportation,Mercer Transportation,"2222 Highway 377 S Brownwood, TX 76801",,(325) 646-7900,,Transportation Services,[],
,,,,,,"Transportation Services, Trucking Companies",[],
Transportation,Divine Transportation,"1302 Bisbee St Houston, TX 77012",,(832) 767-6086,,Transportation Services,[],
Transportation,JEH Transportation,"505 N Sam Houston Pkwy E Houston, TX 77060",,(281) 810-5175,,"Trucking Companies, Transportation Services",[],
Transportation,Sulivan's Transportation,"12275 FM 1097 Rd W Willis, TX 77318",,(936) 666-5045,,Transportation Services,[],
Transportation,Transportation Department,"1610 S Cage Blvd Pharr, TX 78577",,(956) 781-3291,,"Transportation Programs, Government Organizations & Services, State Offices",[],
Transportation,Jr Transportation,"1609 Harding St Pasadena, TX 77502",,(713) 344-4414,,Transportation Services,[],
